"Table No.","Table Description","Total","Less than 10 employees","10-24 employees","25-99 employees","100-999 employees","1000 or more employees","Less than 50 employees","50 or more employees","Std. Err. Total","Std. Err. Less than 10 employees","Std. Err. 10-24 employees","Std. Err. 25-99 employees","Std. Err. 100-999 employees","Std. Err. 1000 or more employees","Std. Err. Less than 50 employees","Std. Err. 50 or more employees"
"II.C.3.d","Percent of total premiums for purchased plans contributed by employees enrolled in single coverage at private sector establishments that offer health insurance","20.8% ","suppressed","18.4%*","15.7% ","20.6% ","24.9% ","21.2% ","20.6% ","2.75% ","suppressed","5.90%*","4.61% ","5.68% ","2.15% ","4.15% ","3.60% "
"II.C.3.e","Percent of total premiums for self-insured plans contributed by employees enrolled in single coverage at private sector establishments that offer health insurance","20.2% ","suppressed","suppressed","suppressed","18.8% ","20.4% ","suppressed","20.4% ","1.97% ","suppressed","suppressed","suppressed","2.89% ","2.26% ","suppressed","2.02% "
"II.C.4","Percent of employees enrolled in a health insurance plan that have single coverage","58.1% ","56.5% ","73.3% ","62.1% ","56.7% ","57.0% ","65.3% ","57.1% ","2.50% ","8.66% ","5.74% ","3.55% ","3.86% ","3.70% ","3.67% ","2.83% "
"II.C.4.a","Percent of employees enrolled in a health insurance plan that have single coverage that required no employee contribution","13.1% ","suppressed","46.4% ","45.2% ","13.7%*","3.9%*","43.6% ","8.3% ","2.65% ","suppressed","13.65% ","10.52% ","7.00%*","1.72%*","8.16% ","2.44% "
"II.C.4.b","Percent of private-sector employees enrolled in a health insurance plan that have single coverage that are enrolled in a self-insured plan","65.5% ","suppressed","1.2%*","15.4%*","35.4% ","91.1% ","9.7%*","74.3% ","4.88% ","suppressed","1.31%*","6.17%*","8.08% ","3.42% ","4.03%*","4.79% "
"II.C.5","Percent of private-sector employees enrolled in a purchased health insurance plan that take single coverage","61.8% ","61.0% ","73.0% ","64.3% ","60.7% ","53.5% ","67.4% ","59.1% ","2.43% ","8.02% ","5.76% ","3.06% ","4.57% ","5.71% ","3.48% ","3.03% "
"II.C.6","Percent of private-sector employees enrolled in a self-insured health insurance plan that take single coverage","56.3% ","suppressed","suppressed","suppressed","50.6% ","57.4% ","suppressed","56.4% ","3.56% ","suppressed","suppressed","suppressed","4.69% ","4.04% ","suppressed","3.62% "
"II.D.1","Average total family premium (in dollars) per enrolled employee at establishments that offer health insurance","25,520 ","suppressed","21,900 ","17,273 ","25,391 ","26,814 ","23,850 ","25,723 ","823.52 ","suppressed","3254.94 ","2044.51 ","2016.72 ","930.09 ","2382.74 ","880.72 "
"II.D.1.a","Average total family premium (in dollars) for exclusive-provider plans per enrolled employee at establishments that offer health insurance","23,646 ","suppressed","suppressed","suppressed","29,094 ","suppressed","25,867 ","22,644 ","3208.87 ","suppressed","suppressed","suppressed","2037.80 ","suppressed","1006.35 ","4333.21 "
"II.D.1.b","Average total family premium (in dollars) for mixed-provider plans per enrolled employee at establishments that offer health insurance","25,858 ","suppressed","suppressed","16,008 ","26,039 ","27,269 ","23,872 ","26,033 ","936.21 ","suppressed","suppressed","1988.66 ","2447.09 ","946.46 ","3767.30 ","966.97 "
