"Table No.","Table Description","Total","Less than 10 employees","10-24 employees","25-99 employees","100-999 employees","1000 or more employees","Less than 50 employees","50 or more employees","Std. Err. Total","Std. Err. Less than 10 employees","Std. Err. 10-24 employees","Std. Err. 25-99 employees","Std. Err. 100-999 employees","Std. Err. 1000 or more employees","Std. Err. Less than 50 employees","Std. Err. 50 or more employees"
"II.D.2.e","Average total employee contribution (in dollars) for self-insured plans per enrolled employee for family coverage at private-sector establishments that offer health insurance","5,438 ","suppressed","suppressed","suppressed","6,243 ","5,297 ","suppressed","5,440 ","502.70 ","suppressed","suppressed","suppressed","1071.65 ","557.56 ","suppressed","504.12 "
"II.D.3","Percent of total premiums contributed (in dollars) by employees enrolled in family coverage at establishments that offer health insurance","24.4% ","suppressed","suppressed","39.0% ","29.0% ","22.0% ","37.3% ","23.6% ","1.70% ","suppressed","suppressed","7.00% ","3.46% ","1.81% ","7.05% ","1.69% "
"II.D.3.a","Percent of total premiums for exclusive-provider plans contributed by employees enrolled in family coverage at establishments that offer health insurance","17.2% ","suppressed","suppressed","suppressed","suppressed","13.2% ","suppressed","16.1% ","3.82% ","suppressed","suppressed","suppressed","suppressed","3.62% ","suppressed","3.72% "
"II.D.3.b","Percent of total premiums for mixed-provider plans contributed by employees enrolled in family coverage at establishments that offer health insurance","26.0% ","suppressed","suppressed","suppressed","29.8% ","24.3% ","suppressed","25.4% ","1.81% ","suppressed","suppressed","suppressed","4.19% ","1.79% ","suppressed","1.76% "
"II.D.3.c","Percent of total premiums for any-provider plans contributed by employees enrolled in family coverage at establishments that offer health insurance","28.8% ","suppressed","suppressed","suppressed","29.0% ","suppressed","suppressed","27.1% ","5.39% ","suppressed","suppressed","suppressed","5.78% ","suppressed","suppressed","5.18% "
"II.D.3.d","Percent of total premiums for purchased plans contributed by employees enrolled in family coverage at private-sector establishments that offer health insurance","34.9% ","suppressed","suppressed","suppressed","39.7% ","32.1% ","37.1% ","34.2% ","2.86% ","suppressed","suppressed","suppressed","4.16% ","3.35% ","7.19% ","2.92% "
"II.D.3.e","Percent of total premiums for self-insured plans contributed by employees enrolled in family coverage at private-sector establishments that offer health insurance","21.3% ","suppressed","suppressed","suppressed","25.7% ","20.0% ","suppressed","21.3% ","1.70% ","suppressed","suppressed","suppressed","4.01% ","1.74% ","suppressed","1.70% "
"II.D.4","Percent of employees enrolled in a health insurance plan that have family coverage","22.9% ","suppressed","suppressed","15.1% ","21.0% ","25.8% ","12.9% ","24.2% ","1.88% ","suppressed","suppressed","4.09% ","2.31% ","2.74% ","2.48% ","2.07% "
"II.D.4.a","Percent of employees enrolled in a health insurance plan that have family coverage that required no employee contribution","3.3%*","suppressed","suppressed","27.3%*","suppressed","0% ","15.0%*","2.5%*","1.92%*","suppressed","suppressed","21.60%*","suppressed","0% ","8.75%*","1.95%*"
"II.D.4.b","Percent of private-sector employees enrolled in a health insurance plan that have family coverage that are enrolled in a self-insured plan","74.5% ","suppressed","suppressed","49.4%*","74.5% ","80.3% ","suppressed","79.5% ","5.58% ","suppressed","suppressed","19.51%*","9.63% ","7.11% ","suppressed","5.72% "
"II.D.5","Percent of private-sector employees enrolled in a purchased health insurance plan that have family coverage","19.0% ","suppressed","suppressed","10.1% ","19.0% ","26.6% ","14.0% ","21.6% ","2.87% ","suppressed","suppressed","2.87% ","3.99% ","6.18% ","2.75% ","3.91% "
"II.D.6","Percent of private-sector employees enrolled in a self-insured health insurance plan that have family coverage","24.6% ","suppressed","suppressed","suppressed","21.8% ","25.6% ","suppressed","25.0% ","2.37% ","suppressed","suppressed","suppressed","2.96% ","3.02% ","suppressed","2.40% "
