"Table No.","Table Description","Total","Less than 10 employees","10-24 employees","25-99 employees","100-999 employees","1000 or more employees","Less than 50 employees","50 or more employees","Std. Err. Total","Std. Err. Less than 10 employees","Std. Err. 10-24 employees","Std. Err. 25-99 employees","Std. Err. 100-999 employees","Std. Err. 1000 or more employees","Std. Err. Less than 50 employees","Std. Err. 50 or more employees"
"II.D.2.d","Average total employee contribution (in dollars) for purchased plans per enrolled employee for family coverage at private-sector establishments that offer health insurance","8,186 ","suppressed","suppressed","9,093*","10,473 ","8,151 ","5,851*","8,702 ","540.12 ","suppressed","suppressed","2901.26*","1613.06 ","247.13 ","2160.19*","485.69 "
"II.D.2.e","Average total employee contribution (in dollars) for self-insured plans per enrolled employee for family coverage at private-sector establishments that offer health insurance","6,943 ","3,368 ","suppressed","suppressed","9,303 ","6,941 ","suppressed","7,071 ","610.49 ","232.66 ","suppressed","suppressed","1550.95 ","526.13 ","suppressed","645.65 "
"II.D.3","Percent of total premiums contributed (in dollars) by employees enrolled in family coverage at establishments that offer health insurance","32.0% ","suppressed","suppressed","28.8% ","39.3% ","31.4% ","28.7% ","32.4% ","1.89% ","suppressed","suppressed","8.13% ","5.18% ","1.64% ","8.05% ","1.89% "
"II.D.3.a","Percent of total premiums for exclusive-provider plans contributed by employees enrolled in family coverage at establishments that offer health insurance","33.0% ","suppressed","suppressed","suppressed","49.2% ","18.9% ","suppressed","32.0% ","5.71% ","suppressed","suppressed","suppressed","7.93% ","3.73% ","suppressed","6.10% "
"II.D.3.b","Percent of total premiums for mixed-provider plans contributed by employees enrolled in family coverage at establishments that offer health insurance","31.1% ","suppressed","suppressed","23.1% ","33.6% ","33.1% ","19.5%*","32.2% ","2.04% ","suppressed","suppressed","6.40% ","5.10% ","1.39% ","6.07%*","2.02% "
"II.D.3.c","Percent of total premiums for any-provider plans contributed by employees enrolled in family coverage at establishments that offer health insurance","39.6% ","suppressed","suppressed","suppressed","suppressed","28.8% ","suppressed","34.4% ","7.45% ","suppressed","suppressed","suppressed","suppressed","3.96% ","suppressed","7.35% "
"II.D.3.d","Percent of total premiums for purchased plans contributed by employees enrolled in family coverage at private-sector establishments that offer health insurance","36.0% ","suppressed","suppressed","36.9%*","46.1% ","35.4% ","26.9%*","37.9% ","2.23% ","suppressed","suppressed","11.26%*","5.12% ","1.21% ","9.39%*","2.43% "
"II.D.3.e","Percent of total premiums for self-insured plans contributed by employees enrolled in family coverage at private-sector establishments that offer health insurance","28.6% ","52.7% ","suppressed","suppressed","35.3% ","27.9% ","suppressed","28.3% ","2.50% ","3.50% ","suppressed","suppressed","7.03% ","1.98% ","suppressed","2.54% "
"II.D.4","Percent of employees enrolled in a health insurance plan that have family coverage","25.2% ","suppressed","suppressed","29.8%*","23.9% ","25.4% ","23.0% ","25.5% ","1.62% ","suppressed","suppressed","9.38%*","2.66% ","1.48% ","4.39% ","1.72% "
"II.D.4.a","Percent of employees enrolled in a health insurance plan that have family coverage that required no employee contribution","4.7%*","suppressed","suppressed","18.2%*","0.9%*","0% ","36.5% ","0.6%*","1.92%*","suppressed","suppressed","11.10%*","0.91%*","0% ","10.96% ","0.40%*"
"II.D.4.b","Percent of private-sector employees enrolled in a health insurance plan that have family coverage that are enrolled in a self-insured plan","52.0% ","suppressed","suppressed","51.8%*","59.2% ","51.5%*","25.5%*","55.5% ","12.40% ","suppressed","suppressed","21.09%*","11.00% ","18.69%*","11.28%*","14.68% "
"II.D.5","Percent of private-sector employees enrolled in a purchased health insurance plan that have family coverage","24.6% ","suppressed","suppressed","19.8% ","24.8% ","27.7% ","21.7% ","25.4% ","1.69% ","suppressed","suppressed","4.53% ","4.37% ","1.64% ","4.92% ","1.51% "
"II.D.6","Percent of private-sector employees enrolled in a self-insured health insurance plan that have family coverage","25.8% ","suppressed","suppressed","suppressed","23.3% ","23.5% ","suppressed","25.6% ","2.77% ","suppressed","suppressed","suppressed","3.51% ","2.47% ","suppressed","2.89% "
"II.E.1","Average total employee-plus-one premium (in dollars) per enrolled employee at establishments that offer health insurance","16,224 ","suppressed","suppressed","17,183 ","16,914 ","16,281 ","14,957 ","16,418 ","480.14 ","suppressed","suppressed","1430.25 ","733.91 ","634.87 ","1370.01 ","563.95 "
