"Table No.","Table Description","Total","Less than 10 employees","10-24 employees","25-99 employees","100-999 employees","1000 or more employees","Less than 50 employees","50 or more employees","Std. Err. Total","Std. Err. Less than 10 employees","Std. Err. 10-24 employees","Std. Err. 25-99 employees","Std. Err. 100-999 employees","Std. Err. 1000 or more employees","Std. Err. Less than 50 employees","Std. Err. 50 or more employees"
"II.B.4.b.(2)","Percent of part-time employees that are enrolled in health insurance at establishments that offer health insurance","9.8% ","13.1%*","8.5%*","6.8%*","7.3% ","11.6%*","8.5% ","10.1% ","2.03% ","5.64%*","3.44%*","2.82%*","1.84% ","3.63%*","2.50% ","2.39% "
"II.C.1","Average total single premium (in dollars) per enrolled employee at establishments that offer health insurance","9,162 ","7,843 ","9,730 ","9,066 ","8,879 ","9,330 ","9,149 ","9,164 ","202.19 ","919.53 ","1026.46 ","622.46 ","342.86 ","280.30 ","635.45 ","208.56 "
"II.C.1.a","Average total single premium (in dollars) for exclusive-provider plans per enrolled employee at establishments that offer health insurance","9,091 ","7,616 ","10,352 ","9,771 ","9,050 ","8,806 ","9,826 ","8,892 ","274.12 ","738.75 ","1638.24 ","903.52 ","282.64 ","346.18 ","929.95 ","221.40 "
"II.C.1.b","Average total single premium (in dollars) for mixed-provider plans per enrolled employee at establishments that offer health insurance","9,305 ","suppressed","9,474 ","8,679 ","9,324 ","9,386 ","8,795 ","9,367 ","275.95 ","suppressed","910.13 ","879.52 ","499.56 ","347.20 ","931.08 ","287.79 "
"II.C.1.c","Average total single premium (in dollars) for any-provider plans per enrolled employee at establishments that offer health insurance","8,858 ","suppressed","suppressed","6,867 ","7,313 ","10,595 ","6,666 ","9,252 ","710.90 ","suppressed","suppressed","556.46 ","1403.69 ","865.12 ","761.19 ","828.46 "
"II.C.1.d","Average total single premium (in dollars) for purchased plans per enrolled employee at private-sector establishments that offer health insurance","8,866 ","7,796 ","9,695 ","9,080 ","8,971 ","8,611 ","9,182 ","8,748 ","261.64 ","981.22 ","1108.00 ","648.32 ","450.29 ","323.28 ","678.83 ","247.01 "
"II.C.1.e","Average total single premium (in dollars) for self-insured plans per enrolled employee at private-sector establishments that offer health insurance","9,510 ","suppressed","suppressed","8,899 ","8,664 ","9,679 ","8,761 ","9,530 ","281.01 ","suppressed","suppressed","2026.47 ","425.13 ","331.14 ","1362.09 ","286.71 "
"II.C.2","Average total employee contribution (in dollars) per enrolled employee for single coverage at establishments that offer health insurance","1,515 ","1,290*","2,325 ","1,262 ","1,734 ","1,397 ","1,602 ","1,499 ","81.37 ","430.40*","468.46 ","210.71 ","119.46 ","104.07 ","262.12 ","82.54 "
"II.C.2.a","Average total employee contribution (in dollars) for exclusive-provider plans per enrolled employee for single coverage at establishments that offer health insurance","1,540 ","1,873*","2,669 ","1,596 ","1,848 ","1,023 ","1,915 ","1,439 ","138.91 ","668.93*","704.32 ","325.14 ","165.57 ","148.65 ","402.42 ","131.97 "
"II.C.2.b","Average total employee contribution (in dollars) for mixed-provider plans per enrolled employee for single coverage at establishments that offer health insurance","1,539 ","suppressed","2,079 ","1,117 ","1,592 ","1,567 ","1,469 ","1,547 ","107.07 ","suppressed","569.35 ","285.17 ","187.03 ","137.25 ","342.35 ","112.87 "
"II.C.2.c","Average total employee contribution (in dollars) for any-provider plans per enrolled employee for single coverage at establishments that offer health insurance","1,329 ","suppressed","suppressed","suppressed","1,595 ","1,599 ","suppressed","1,503 ","205.91 ","suppressed","suppressed","suppressed","419.43 ","291.90 ","suppressed","233.28 "
"II.C.2.d","Average total employee contribution (in dollars) for purchased plans per enrolled employee for single coverage at private-sector establishments that offer health insurance","1,542 ","1,348*","2,129 ","1,287 ","1,771 ","1,333 ","1,532 ","1,545 ","116.58 ","460.62*","478.91 ","225.63 ","137.93 ","182.85 ","267.39 ","125.63 "
"II.C.2.e","Average total employee contribution (in dollars) for self-insured plans per enrolled employee for single coverage at private-sector establishments that offer health insurance","1,484 ","suppressed","suppressed","955*","1,650 ","1,428 ","suppressed","1,458 ","113.90 ","suppressed","suppressed","390.60*","236.41 ","124.48 ","suppressed","111.98 "
"II.C.3","Percent of total premiums contributed by employees enrolled in single coverage at establishments that offer health insurance","16.5% ","16.4%*","23.9% ","13.9% ","19.5% ","15.0% ","17.5% ","16.4% ","0.82% ","5.12%*","3.25% ","2.48% ","1.25% ","1.01% ","2.58% ","0.84% "
"II.C.3.a","Percent of total premiums for exclusive-provider plans contributed by employees enrolled in single coverage at establishments that offer health insurance","16.9% ","24.6%*","25.8% ","16.3% ","20.4% ","11.6% ","19.5% ","16.2% ","1.40% ","7.79%*","4.39% ","3.85% ","1.63% ","1.62% ","3.83% ","1.38% "
