"Table No.","Table Description","Total","Less than 10 employees","10-24 employees","25-99 employees","100-999 employees","1000 or more employees","Less than 50 employees","50 or more employees","Std. Err. Total","Std. Err. Less than 10 employees","Std. Err. 10-24 employees","Std. Err. 25-99 employees","Std. Err. 100-999 employees","Std. Err. 1000 or more employees","Std. Err. Less than 50 employees","Std. Err. 50 or more employees"
"II.D.1.a","Average total family premium (in dollars) for exclusive-provider plans per enrolled employee at establishments that offer health insurance","28,071 ","suppressed","suppressed","29,120 ","suppressed","29,182 ","23,639 ","28,295 ","1660.94 ","suppressed","suppressed","2622.83 ","suppressed","1110.25 ","2146.92 ","1644.83 "
"II.D.1.b","Average total family premium (in dollars) for mixed-provider plans per enrolled employee at establishments that offer health insurance","24,371 ","suppressed","suppressed","23,785 ","26,105 ","22,950 ","24,905 ","24,307 ","1014.64 ","suppressed","suppressed","1887.44 ","1887.72 ","882.13 ","1454.56 ","1129.60 "
"II.D.1.c","Average total family premium (in dollars) for any-provider plans per enrolled employee at establishments that offer health insurance","23,809 ","suppressed","suppressed","18,411 ","suppressed","24,817 ","suppressed","23,810 ","1645.89 ","suppressed","suppressed","915.73 ","suppressed","915.22 ","suppressed","1701.84 "
"II.D.1.d","Average total family premium (in dollars) for purchased plans per enrolled employee at private-sector establishments that offer health insurance","22,983 ","suppressed","26,474 ","21,831 ","22,703 ","22,262 ","24,414 ","22,405 ","1194.99 ","suppressed","2365.47 ","1779.09 ","2184.69 ","3024.93 ","1384.86 ","1613.41 "
"II.D.1.e","Average total family premium (in dollars) for self-insured plans per enrolled employee at private-sector establishments that offer health insurance","25,877 ","suppressed","suppressed","suppressed","27,025 ","25,490 ","suppressed","25,868 ","1124.61 ","suppressed","suppressed","suppressed","2408.57 ","1312.08 ","suppressed","1140.72 "
"II.D.2","Average total employee contribution (in dollars) per enrolled employee for family coverage at establishments that offer health insurance","5,972 ","suppressed","suppressed","7,465*","5,341 ","5,795 ","9,127 ","5,680 ","535.06 ","suppressed","suppressed","2275.26*","1295.74 ","367.32 ","1754.17 ","513.25 "
"II.D.2.a","Average total employee contribution (in dollars) for exclusive-provider plans per enrolled employee for family coverage at establishments that offer health insurance","5,252 ","suppressed","suppressed","suppressed","suppressed","4,559 ","suppressed","5,123 ","584.46 ","suppressed","suppressed","suppressed","suppressed","177.47 ","suppressed","540.25 "
"II.D.2.b","Average total employee contribution (in dollars) for mixed-provider plans per enrolled employee for family coverage at establishments that offer health insurance","6,647 ","suppressed","suppressed","9,650 ","5,242 ","6,644 ","10,265 ","6,212 ","822.33 ","suppressed","suppressed","1826.92 ","1557.39 ","449.69 ","1836.44 ","813.24 "
"II.D.2.c","Average total employee contribution (in dollars) for any-provider plans per enrolled employee for family coverage at establishments that offer health insurance","4,231 ","suppressed","suppressed","suppressed","suppressed","5,385 ","suppressed","4,433 ","705.91 ","suppressed","suppressed","suppressed","suppressed","382.23 ","suppressed","742.58 "
"II.D.2.d","Average total employee contribution (in dollars) for purchased plans per enrolled employee for family coverage at private-sector establishments that offer health insurance","7,498 ","suppressed","suppressed","6,302*","7,909 ","6,059 ","8,921 ","6,924 ","1344.59 ","suppressed","suppressed","2494.42*","2323.75 ","1556.94 ","1996.69 ","1609.74 "
