"Table No.","Table Description","Total","Less than 10 employees","10-24 employees","25-99 employees","100-999 employees","1000 or more employees","Less than 50 employees","50 or more employees","Std. Err. Total","Std. Err. Less than 10 employees","Std. Err. 10-24 employees","Std. Err. 25-99 employees","Std. Err. 100-999 employees","Std. Err. 1000 or more employees","Std. Err. Less than 50 employees","Std. Err. 50 or more employees"
"II.D.3.b","Percent of total premiums for mixed-provider plans contributed by employees enrolled in family coverage at establishments that offer health insurance","21.3% ","suppressed","suppressed","15.1%*","21.3%*","22.8% ","21.4% ","21.3% ","2.46% ","suppressed","suppressed","7.64%*","6.56%*","1.75% ","5.50% ","2.64% "
"II.D.3.c","Percent of total premiums for any-provider plans contributed by employees enrolled in family coverage at establishments that offer health insurance","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed"
"II.D.3.d","Percent of total premiums for purchased plans contributed by employees enrolled in family coverage at private-sector establishments that offer health insurance","28.0% ","suppressed","suppressed","32.1% ","30.2% ","26.7% ","24.1% ","29.4% ","3.58% ","suppressed","suppressed","7.90% ","8.58% ","2.12% ","4.38% ","4.61% "
"II.D.3.e","Percent of total premiums for self-insured plans contributed by employees enrolled in family coverage at private-sector establishments that offer health insurance","18.0% ","suppressed","suppressed","suppressed","13.2% ","20.8% ","suppressed","17.9% ","1.97% ","suppressed","suppressed","suppressed","3.65% ","1.94% ","suppressed","1.98% "
"II.D.4","Percent of employees enrolled in a health insurance plan that have family coverage","32.9% ","suppressed","suppressed","40.5% ","39.9% ","27.8% ","38.1% ","32.2% ","1.71% ","suppressed","suppressed","6.10% ","3.48% ","1.71% ","6.35% ","1.73% "
"II.D.4.a","Percent of employees enrolled in a health insurance plan that have family coverage that required no employee contribution","15.2%*","suppressed","suppressed","42.0%*","24.7%*","0.8%*","27.1%*","13.3%*","4.94%*","suppressed","suppressed","19.66%*","11.43%*","0.49%*","11.50%*","5.49%*"
"II.D.4.b","Percent of private-sector employees enrolled in a health insurance plan that have family coverage that are enrolled in a self-insured plan","56.8% ","0% ","0% ","51.6%*","50.2% ","73.7% ","1.6%*","65.6% ","5.88% ","0% ","0% ","17.51%*","11.19% ","8.97% ","0.99%*","6.50% "
"II.D.5","Percent of private-sector employees enrolled in a purchased health insurance plan that have family coverage","36.6% ","suppressed","suppressed","34.1% ","38.3% ","34.1% ","38.9% ","35.6% ","3.03% ","suppressed","suppressed","3.95% ","5.89% ","3.88% ","6.54% ","3.28% "
"II.D.6","Percent of private-sector employees enrolled in a self-insured health insurance plan that have family coverage","30.5% ","suppressed","suppressed","suppressed","41.6% ","26.0% ","suppressed","30.6% ","2.03% ","suppressed","suppressed","suppressed","3.73% ","1.64% ","suppressed","2.04% "
"II.E.1","Average total employee-plus-one premium (in dollars) per enrolled employee at establishments that offer health insurance","16,593 ","suppressed","15,379 ","14,594 ","17,130 ","16,998 ","14,209 ","16,949 ","464.91 ","suppressed","1905.90 ","1203.85 ","1212.73 ","526.74 ","1015.16 ","494.47 "
"II.E.1.d","Average total employee-plus-one premium (in dollars) for purchased plans per enrolled employee at private-sector establishments that offer health insurance","15,943 ","suppressed","15,379 ","13,847 ","18,601 ","15,779 ","14,223 ","16,742 ","629.07 ","suppressed","1905.90 ","1163.25 ","1031.37 ","618.00 ","1050.74 ","705.06 "
"II.E.1.e","Average total employee-plus-one premium (in dollars) for self-insured plans per enrolled employee at private-sector establishments that offer health insurance","17,018 ","suppressed","suppressed","15,967 ","15,913 ","17,403 ","suppressed","17,042 ","635.75 ","suppressed","suppressed","2571.37 ","1857.39 ","635.22 ","suppressed","640.24 "
"II.E.2","Average total employee contribution (in dollars) per enrolled employee for employee-plus-one coverage at establishments that offer health insurance","3,719 ","suppressed","suppressed","4,704 ","3,307 ","3,566 ","4,771 ","3,562 ","224.73 ","suppressed","suppressed","499.60 ","603.29 ","198.05 ","852.79 ","217.56 "
