"Table No.","Table Description","Total","Less than 10 employees","10-24 employees","25-99 employees","100-999 employees","1000 or more employees","Less than 50 employees","50 or more employees","Std. Err. Total","Std. Err. Less than 10 employees","Std. Err. 10-24 employees","Std. Err. 25-99 employees","Std. Err. 100-999 employees","Std. Err. 1000 or more employees","Std. Err. Less than 50 employees","Std. Err. 50 or more employees"
"II.D.2.d","Average total employee contribution (in dollars) for purchased plans per enrolled employee for family coverage at private-sector establishments that offer health insurance","8,559 ","suppressed","suppressed","8,030 ","7,416 ","10,015 ","9,352 ","8,179 ","629.69 ","suppressed","suppressed","1198.21 ","737.83 ","867.25 ","1384.85 ","665.26 "
"II.D.2.e","Average total employee contribution (in dollars) for self-insured plans per enrolled employee for family coverage at private-sector establishments that offer health insurance","7,064 ","suppressed","suppressed","suppressed","9,049 ","6,372 ","suppressed","6,763 ","557.81 ","suppressed","suppressed","suppressed","1082.77 ","582.28 ","suppressed","485.90 "
"II.D.3","Percent of total premiums contributed (in dollars) by employees enrolled in family coverage at establishments that offer health insurance","29.9% ","suppressed","suppressed","30.8% ","31.3% ","27.5% ","43.7% ","28.2% ","1.68% ","suppressed","suppressed","3.94% ","2.34% ","2.29% ","6.67% ","1.66% "
"II.D.3.a","Percent of total premiums for exclusive-provider plans contributed by employees enrolled in family coverage at establishments that offer health insurance","17.3% ","suppressed","suppressed","suppressed","30.7% ","suppressed","suppressed","16.8% ","3.20% ","suppressed","suppressed","suppressed","5.23% ","suppressed","suppressed","3.35% "
"II.D.3.b","Percent of total premiums for mixed-provider plans contributed by employees enrolled in family coverage at establishments that offer health insurance","31.1% ","suppressed","suppressed","27.2% ","31.4% ","28.7% ","48.9% ","28.9% ","1.96% ","suppressed","suppressed","2.34% ","2.53% ","2.64% ","7.81% ","1.87% "
"II.D.3.c","Percent of total premiums for any-provider plans contributed by employees enrolled in family coverage at establishments that offer health insurance","35.5% ","suppressed","suppressed","suppressed","suppressed","34.3% ","55.1% ","33.8% ","2.74% ","suppressed","suppressed","suppressed","suppressed","2.48% ","5.39% ","2.64% "
"II.D.3.d","Percent of total premiums for purchased plans contributed by employees enrolled in family coverage at private-sector establishments that offer health insurance","33.2% ","suppressed","suppressed","31.8% ","31.5% ","33.3% ","38.9% ","30.8% ","2.32% ","suppressed","suppressed","5.78% ","2.70% ","2.94% ","5.61% ","2.20% "
"II.D.3.e","Percent of total premiums for self-insured plans contributed by employees enrolled in family coverage at private-sector establishments that offer health insurance","28.4% ","suppressed","suppressed","28.4% ","31.2% ","26.4% ","suppressed","27.3% ","2.26% ","suppressed","suppressed","2.60% ","3.33% ","2.62% ","suppressed","2.09% "
"II.D.4","Percent of employees enrolled in a health insurance plan that have family coverage","26.7% ","suppressed","19.6% ","29.1% ","23.3% ","27.7% ","21.9% ","27.4% ","1.63% ","suppressed","4.19% ","7.19% ","2.42% ","2.21% ","3.57% ","1.80% "
"II.D.4.a","Percent of employees enrolled in a health insurance plan that have family coverage that required no employee contribution","2.1%*","0% ","suppressed","0% ","suppressed","0% ","14.1%*","0.6%*","0.97%*","0% ","suppressed","0% ","suppressed","0% ","6.92%*","0.56%*"
"II.D.4.b","Percent of private-sector employees enrolled in a health insurance plan that have family coverage that are enrolled in a self-insured plan","68.6% ","suppressed","0% ","33.2%*","54.5% ","86.9% ","8.9%*","76.1% ","5.26% ","suppressed","0% ","19.74%*","9.06% ","5.47% ","8.43%*","5.51% "
"II.D.5","Percent of private-sector employees enrolled in a purchased health insurance plan that have family coverage","24.5% ","suppressed","19.6% ","25.9%*","23.5% ","25.3% ","21.2% ","26.5% ","2.76% ","suppressed","4.19% ","8.42%*","4.27% ","5.01% ","3.41% ","3.78% "
"II.D.6","Percent of private-sector employees enrolled in a self-insured health insurance plan that have family coverage","27.8% ","suppressed","suppressed","suppressed","23.2% ","28.1% ","suppressed","27.7% ","1.95% ","suppressed","suppressed","suppressed","2.73% ","2.29% ","suppressed","1.94% "
"II.E.1","Average total employee-plus-one premium (in dollars) per enrolled employee at establishments that offer health insurance","16,782 ","suppressed","11,564 ","16,390 ","17,922 ","16,876 ","14,736 ","17,103 ","448.48 ","suppressed","1979.10 ","1337.22 ","639.64 ","597.43 ","1446.30 ","478.44 "
"II.E.1.d","Average total employee-plus-one premium (in dollars) for purchased plans per enrolled employee at private-sector establishments that offer health insurance","16,166 ","suppressed","11,564 ","14,956 ","17,919 ","18,215 ","13,808 ","17,583 ","717.63 ","suppressed","1979.10 ","1366.86 ","1053.73 ","899.01 ","1404.65 ","688.94 "
"II.E.1.e","Average total employee-plus-one premium (in dollars) for self-insured plans per enrolled employee at private-sector establishments that offer health insurance","17,075 ","suppressed","suppressed","21,351 ","17,925 ","16,618 ","suppressed","16,957 ","581.77 ","suppressed","suppressed","1739.41 ","796.43 ","668.04 ","suppressed","578.84 "
"II.E.2","Average total employee contribution (in dollars) per enrolled employee for employee-plus-one coverage at establishments that offer health insurance","4,408 ","suppressed","suppressed","4,786 ","5,300 ","4,304 ","3,575 ","4,538 ","314.56 ","suppressed","suppressed","522.84 ","489.88 ","441.04 ","658.10 ","351.80 "
