"Table No.","Table Description","Total","Less than 10 employees","10-24 employees","25-99 employees","100-999 employees","1000 or more employees","Less than 50 employees","50 or more employees","Std. Err. Total","Std. Err. Less than 10 employees","Std. Err. 10-24 employees","Std. Err. 25-99 employees","Std. Err. 100-999 employees","Std. Err. 1000 or more employees","Std. Err. Less than 50 employees","Std. Err. 50 or more employees"
"II.D.3","Percent of total premiums contributed (in dollars) by employees enrolled in family coverage at establishments that offer health insurance","23.8% ","suppressed","suppressed","46.1% ","17.9% ","28.1% ","37.5% ","22.5% ","3.73% ","suppressed","suppressed","6.56% ","4.79% ","3.17% ","4.47% ","3.88% "
"II.D.3.a","Percent of total premiums for exclusive-provider plans contributed by employees enrolled in family coverage at establishments that offer health insurance","36.1% ","suppressed","suppressed","suppressed","suppressed","26.0% ","36.9% ","36.0% ","4.26% ","suppressed","suppressed","suppressed","suppressed","2.27% ","2.68% ","5.22% "
"II.D.3.b","Percent of total premiums for mixed-provider plans contributed by employees enrolled in family coverage at establishments that offer health insurance","20.7% ","suppressed","suppressed","suppressed","15.0% ","28.4% ","36.9% ","19.8% ","4.16% ","suppressed","suppressed","suppressed","4.42% ","4.17% ","5.28% ","4.21% "
"II.D.3.c","Percent of total premiums for any-provider plans contributed by employees enrolled in family coverage at establishments that offer health insurance","28.3% ","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","25.9% ","4.56% ","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","4.48% "
"II.D.3.d","Percent of total premiums for purchased plans contributed by employees enrolled in family coverage at private-sector establishments that offer health insurance","34.1% ","suppressed","suppressed","51.5% ","31.8% ","31.4% ","37.1% ","33.4% ","3.12% ","suppressed","suppressed","8.43% ","4.42% ","7.24% ","5.41% ","3.69% "
"II.D.3.e","Percent of total premiums for self-insured plans contributed by employees enrolled in family coverage at private-sector establishments that offer health insurance","18.2% ","suppressed","suppressed","32.7% ","12.4%*","26.8% ","39.2% ","17.6% ","3.97% ","suppressed","suppressed","2.70% ","4.10%*","3.20% ","3.08% ","3.95% "
"II.D.4","Percent of employees enrolled in a health insurance plan that have family coverage","30.3% ","16.1%*","16.7%*","18.0% ","39.1% ","28.6% ","17.1% ","33.1% ","3.25% ","6.41%*","5.94%*","3.58% ","6.72% ","2.23% ","3.49% ","3.73% "
"II.D.4.a","Percent of employees enrolled in a health insurance plan that have family coverage that required no employee contribution","2.3%*","0% ","suppressed","1.1%*","0.3%*","suppressed","5.5%*","1.9%*","1.28%*","0% ","suppressed","1.23%*","0.26%*","suppressed","4.25%*","1.33%*"
"II.D.4.b","Percent of private-sector employees enrolled in a health insurance plan that have family coverage that are enrolled in a self-insured plan","64.8% ","suppressed","suppressed","31.5%*","73.1% ","68.6% ","18.1%*","70.0% ","7.88% ","suppressed","suppressed","17.25%*","11.04% ","9.99% ","11.99%*","7.95% "
"II.D.5","Percent of private-sector employees enrolled in a purchased health insurance plan that have family coverage","24.3% ","suppressed","suppressed","17.2% ","25.6% ","30.5% ","19.3% ","26.3% ","2.75% ","suppressed","suppressed","4.67% ","5.69% ","2.69% ","4.51% ","3.46% "
"II.D.6","Percent of private-sector employees enrolled in a self-insured health insurance plan that have family coverage","35.0% ","suppressed","suppressed","suppressed","48.5% ","27.8% ","suppressed","37.3% ","4.50% ","suppressed","suppressed","suppressed","6.66% ","2.88% ","suppressed","4.65% "
"II.E.1","Average total employee-plus-one premium (in dollars) per enrolled employee at establishments that offer health insurance","19,551 ","suppressed","18,901 ","20,575 ","21,295 ","18,155 ","19,176 ","19,631 ","651.82 ","suppressed","1468.91 ","1579.21 ","1368.91 ","708.66 ","1211.24 ","744.02 "
"II.E.1.d","Average total employee-plus-one premium (in dollars) for purchased plans per enrolled employee at private-sector establishments that offer health insurance","19,349 ","18,795 ","18,999 ","20,610 ","20,594 ","17,465 ","19,356 ","19,347 ","996.83 ","937.02 ","1763.60 ","2172.20 ","2369.71 ","1226.91 ","1230.15 ","1301.32 "
