"Table No.","Table Description","Total","Less than 10 employees","10-24 employees","25-99 employees","100-999 employees","1000 or more employees","Less than 50 employees","50 or more employees","Std. Err. Total","Std. Err. Less than 10 employees","Std. Err. 10-24 employees","Std. Err. 25-99 employees","Std. Err. 100-999 employees","Std. Err. 1000 or more employees","Std. Err. Less than 50 employees","Std. Err. 50 or more employees"
"II.D.2.a","Average total employee contribution (in dollars) for exclusive-provider plans per enrolled employee for family coverage at establishments that offer health insurance","6,768 ","suppressed","suppressed","suppressed","6,775 ","7,597 ","suppressed","7,698 ","708.18 ","suppressed","suppressed","suppressed","817.72 ","570.82 ","suppressed","581.65 "
"II.D.2.b","Average total employee contribution (in dollars) for mixed-provider plans per enrolled employee for family coverage at establishments that offer health insurance","6,693 ","suppressed","10,470 ","12,460 ","6,250 ","5,453 ","7,861*","6,547 ","864.07 ","suppressed","21.64 ","2484.05 ","508.94 ","1026.77 ","2853.64*","899.05 "
"II.D.2.c","Average total employee contribution (in dollars) for any-provider plans per enrolled employee for family coverage at establishments that offer health insurance","7,926 ","suppressed","suppressed","suppressed","suppressed","6,583 ","suppressed","8,577 ","1485.83 ","suppressed","suppressed","suppressed","suppressed","479.75 ","suppressed","1555.44 "
"II.D.2.d","Average total employee contribution (in dollars) for purchased plans per enrolled employee for family coverage at private-sector establishments that offer health insurance","9,291 ","suppressed","suppressed","12,531 ","7,869 ","suppressed","6,624*","10,990 ","1504.96 ","suppressed","suppressed","2168.35 ","828.14 ","suppressed","2130.26*","1742.80 "
"II.D.2.e","Average total employee contribution (in dollars) for self-insured plans per enrolled employee for family coverage at private-sector establishments that offer health insurance","5,974 ","suppressed","suppressed","suppressed","6,102 ","5,766 ","suppressed","6,015 ","660.14 ","suppressed","suppressed","suppressed","447.26 ","912.52 ","suppressed","683.44 "
"II.D.3","Percent of total premiums contributed (in dollars) by employees enrolled in family coverage at establishments that offer health insurance","26.4% ","suppressed","suppressed","53.6% ","26.2% ","20.8% ","28.0% ","26.2% ","2.64% ","suppressed","suppressed","7.56% ","1.23% ","2.77% ","7.50% ","2.82% "
"II.D.3.a","Percent of total premiums for exclusive-provider plans contributed by employees enrolled in family coverage at establishments that offer health insurance","30.5% ","suppressed","suppressed","58.2% ","33.2% ","28.3% ","suppressed","32.0% ","1.92% ","suppressed","suppressed","5.43% ","3.05% ","1.32% ","suppressed","1.74% "
"II.D.3.b","Percent of total premiums for mixed-provider plans contributed by employees enrolled in family coverage at establishments that offer health insurance","24.4% ","suppressed","34.3% ","47.3% ","24.2% ","19.4% ","29.8%*","23.8% ","2.87% ","suppressed","2.37% ","7.34% ","1.36% ","3.21% ","10.39%*","2.95% "
"II.D.3.c","Percent of total premiums for any-provider plans contributed by employees enrolled in family coverage at establishments that offer health insurance","34.2% ","suppressed","suppressed","suppressed","35.0% ","24.0% ","suppressed","35.4% ","8.11% ","suppressed","suppressed","suppressed","1.87% ","1.80% ","suppressed","8.78% "
"II.D.3.d","Percent of total premiums for purchased plans contributed by employees enrolled in family coverage at private-sector establishments that offer health insurance","39.3% ","suppressed","suppressed","56.3% ","32.2% ","28.5% ","28.3%*","46.2% ","6.16% ","suppressed","suppressed","8.54% ","2.46% ","4.70% ","8.75%*","6.92% "
"II.D.3.e","Percent of total premiums for self-insured plans contributed by employees enrolled in family coverage at private-sector establishments that offer health insurance","22.1% ","suppressed","34.5% ","suppressed","24.8% ","20.4% ","suppressed","22.0% ","2.25% ","suppressed","1.91% ","suppressed","1.29% ","2.86% ","suppressed","2.28% "
"II.D.4","Percent of employees enrolled in a health insurance plan that have family coverage","26.5% ","26.4%*","suppressed","22.1% ","24.3% ","30.0% ","22.4% ","27.2% ","1.99% ","10.14%*","suppressed","3.90% ","2.69% ","3.16% ","4.57% ","2.18% "
"II.D.4.a","Percent of employees enrolled in a health insurance plan that have family coverage that required no employee contribution","5.0%*","suppressed","suppressed","1.6%*","0.2%*","0% ","37.4%*","0.1%*","2.38%*","suppressed","suppressed","1.58%*","0.25%*","0% ","13.70%*","0.07%*"
"II.D.4.b","Percent of private-sector employees enrolled in a health insurance plan that have family coverage that are enrolled in a self-insured plan","72.3% ","suppressed","suppressed","11.3%*","80.1% ","93.3% ","18.2%*","80.5% ","4.96% ","suppressed","suppressed","5.59%*","6.47% ","3.04% ","8.90%*","4.57% "
"II.D.5","Percent of private-sector employees enrolled in a purchased health insurance plan that have family coverage","19.6% ","26.3%*","suppressed","22.5% ","14.1% ","16.9% ","22.6% ","18.0% ","2.55% ","10.66%*","suppressed","4.38% ","3.44% ","1.73% ","5.33% ","2.69% "
"II.D.6","Percent of private-sector employees enrolled in a self-insured health insurance plan that have family coverage","30.6% ","suppressed","suppressed","suppressed","29.6% ","31.8% ","suppressed","31.1% ","2.49% ","suppressed","suppressed","suppressed","3.37% ","3.38% ","suppressed","2.56% "
"II.E.1","Average total employee-plus-one premium (in dollars) per enrolled employee at establishments that offer health insurance","17,990 ","15,590 ","suppressed","16,612 ","17,535 ","18,618 ","14,750 ","18,264 ","527.66 ","965.67 ","suppressed","1625.39 ","1129.76 ","661.46 ","1676.12 ","546.36 "
"II.E.1.d","Average total employee-plus-one premium (in dollars) for purchased plans per enrolled employee at private-sector establishments that offer health insurance","15,874 ","15,590 ","suppressed","16,614 ","15,343 ","15,707 ","14,278 ","16,274 ","993.50 ","965.67 ","suppressed","1793.09 ","1808.36 ","1960.32 ","1832.26 ","1150.39 "
"II.E.1.e","Average total employee-plus-one premium (in dollars) for self-insured plans per enrolled employee at private-sector establishments that offer health insurance","19,031 ","suppressed","suppressed","suppressed","18,975 ","19,095 ","suppressed","19,061 ","501.47 ","suppressed","suppressed","suppressed","1031.47 ","594.68 ","suppressed","507.45 "
