"Table No.","Table Description","Total","Less than 10 employees","10-24 employees","25-99 employees","100-999 employees","1000 or more employees","Less than 50 employees","50 or more employees","Std. Err. Total","Std. Err. Less than 10 employees","Std. Err. 10-24 employees","Std. Err. 25-99 employees","Std. Err. 100-999 employees","Std. Err. 1000 or more employees","Std. Err. Less than 50 employees","Std. Err. 50 or more employees"
"II.D.1.c","Average total family premium (in dollars) for any-provider plans per enrolled employee at establishments that offer health insurance","22,971 ","suppressed","suppressed","suppressed","24,100 ","suppressed","suppressed","24,690 ","1655.87 ","suppressed","suppressed","suppressed","1199.57 ","suppressed","suppressed","1756.62 "
"II.D.1.d","Average total family premium (in dollars) for purchased plans per enrolled employee at private-sector establishments that offer health insurance","24,080 ","suppressed","25,945 ","25,006 ","22,424 ","25,528 ","24,763 ","23,815 ","1359.58 ","suppressed","2173.51 ","4197.26 ","2130.73 ","2292.91 ","2966.49 ","1453.03 "
"II.D.1.e","Average total family premium (in dollars) for self-insured plans per enrolled employee at private-sector establishments that offer health insurance","25,484 ","suppressed","suppressed","23,373 ","25,621 ","25,698 ","suppressed","25,672 ","859.85 ","suppressed","suppressed","151.97 ","1595.05 ","989.58 ","suppressed","861.65 "
"II.D.2","Average total employee contribution (in dollars) per enrolled employee for family coverage at establishments that offer health insurance","8,269 ","suppressed","suppressed","suppressed","6,865 ","8,837 ","suppressed","8,307 ","877.73 ","suppressed","suppressed","suppressed","1131.49 ","1139.91 ","suppressed","906.38 "
"II.D.2.a","Average total employee contribution (in dollars) for exclusive-provider plans per enrolled employee for family coverage at establishments that offer health insurance","7,436 ","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","6,624 ","2068.45 ","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","1624.50 "
"II.D.2.b","Average total employee contribution (in dollars) for mixed-provider plans per enrolled employee for family coverage at establishments that offer health insurance","8,714 ","suppressed","suppressed","suppressed","7,767 ","9,131 ","suppressed","8,837 ","1089.34 ","suppressed","suppressed","suppressed","1266.39 ","1350.69 ","suppressed","1117.21 "
"II.D.2.c","Average total employee contribution (in dollars) for any-provider plans per enrolled employee for family coverage at establishments that offer health insurance","6,593 ","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","1718.59 ","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed"
"II.D.2.d","Average total employee contribution (in dollars) for purchased plans per enrolled employee for family coverage at private-sector establishments that offer health insurance","8,177 ","suppressed","suppressed","suppressed","7,888 ","9,087 ","suppressed","8,076 ","1201.83 ","suppressed","suppressed","suppressed","1691.62 ","604.14 ","suppressed","921.91 "
"II.D.2.e","Average total employee contribution (in dollars) for self-insured plans per enrolled employee for family coverage at private-sector establishments that offer health insurance","8,312 ","suppressed","suppressed","suppressed","5,898 ","8,793 ","suppressed","8,384 ","1170.23 ","suppressed","suppressed","suppressed","1612.45 ","1332.14 ","suppressed","1183.42 "
"II.D.3","Percent of total premiums contributed (in dollars) by employees enrolled in family coverage at establishments that offer health insurance","33.0% ","suppressed","suppressed","suppressed","28.5% ","34.4% ","suppressed","33.0% ","3.58% ","suppressed","suppressed","suppressed","4.64% ","4.65% ","suppressed","3.71% "
"II.D.3.a","Percent of total premiums for exclusive-provider plans contributed by employees enrolled in family coverage at establishments that offer health insurance","31.6% ","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","28.3% ","6.65% ","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","5.85% "
"II.D.3.b","Percent of total premiums for mixed-provider plans contributed by employees enrolled in family coverage at establishments that offer health insurance","33.9% ","suppressed","suppressed","suppressed","31.9% ","35.1% ","suppressed","34.5% ","4.43% ","suppressed","suppressed","suppressed","5.04% ","5.43% ","suppressed","4.53% "
"II.D.3.c","Percent of total premiums for any-provider plans contributed by employees enrolled in family coverage at establishments that offer health insurance","28.7% ","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","8.43% ","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed"
"II.D.3.d","Percent of total premiums for purchased plans contributed by employees enrolled in family coverage at private-sector establishments that offer health insurance","34.0% ","suppressed","suppressed","suppressed","35.2% ","35.6% ","suppressed","33.9% ","4.89% ","suppressed","suppressed","suppressed","5.74% ","5.20% ","suppressed","3.78% "
"II.D.3.e","Percent of total premiums for self-insured plans contributed by employees enrolled in family coverage at private-sector establishments that offer health insurance","32.6% ","suppressed","suppressed","suppressed","23.0% ","34.2% ","suppressed","32.7% ","4.69% ","suppressed","suppressed","suppressed","5.98% ","5.34% ","suppressed","4.72% "
"II.D.4","Percent of employees enrolled in a health insurance plan that have family coverage","17.1% ","suppressed","suppressed","10.3%*","16.5% ","18.6% ","13.2% ","17.7% ","1.46% ","suppressed","suppressed","3.38%*","2.75% ","2.03% ","3.29% ","1.60% "
