"Table No.","Table Description","Total","Less than 10 employees","10-24 employees","25-99 employees","100-999 employees","1000 or more employees","Less than 50 employees","50 or more employees","Std. Err. Total","Std. Err. Less than 10 employees","Std. Err. 10-24 employees","Std. Err. 25-99 employees","Std. Err. 100-999 employees","Std. Err. 1000 or more employees","Std. Err. Less than 50 employees","Std. Err. 50 or more employees"
"II.D.2","Average total employee contribution (in dollars) per enrolled employee for family coverage at establishments that offer health insurance","8,692 ","suppressed","suppressed","8,911 ","11,207 ","8,387 ","6,839 ","9,012 ","771.75 ","suppressed","suppressed","1680.80 ","1602.90 ","1048.52 ","1144.48 ","872.75 "
"II.D.2.a","Average total employee contribution (in dollars) for exclusive-provider plans per enrolled employee for family coverage at establishments that offer health insurance","12,456 ","suppressed","suppressed","suppressed","16,603 ","8,895 ","suppressed","12,613 ","1387.54 ","suppressed","suppressed","suppressed","1073.11 ","1277.48 ","suppressed","1523.52 "
"II.D.2.b","Average total employee contribution (in dollars) for mixed-provider plans per enrolled employee for family coverage at establishments that offer health insurance","8,570 ","suppressed","suppressed","suppressed","11,272 ","8,368 ","6,420 ","8,902 ","905.54 ","suppressed","suppressed","suppressed","2123.40 ","1162.82 ","1253.48 ","1017.33 "
"II.D.2.c","Average total employee contribution (in dollars) for any-provider plans per enrolled employee for family coverage at establishments that offer health insurance","6,711 ","suppressed","suppressed","suppressed","suppressed","8,201 ","suppressed","7,185 ","1225.98 ","suppressed","suppressed","suppressed","suppressed","1250.07 ","suppressed","1212.27 "
"II.D.2.d","Average total employee contribution (in dollars) for purchased plans per enrolled employee for family coverage at private-sector establishments that offer health insurance","7,888 ","suppressed","suppressed","7,887 ","10,469 ","7,433 ","6,874 ","8,370 ","847.40 ","suppressed","suppressed","1718.53 ","2011.60 ","1052.71 ","1112.64 ","1137.54 "
"II.D.2.e","Average total employee contribution (in dollars) for self-insured plans per enrolled employee for family coverage at private-sector establishments that offer health insurance","9,154 ","suppressed","suppressed","16,158 ","11,706 ","8,641 ","suppressed","9,275 ","1095.27 ","suppressed","suppressed","1394.32 ","2301.15 ","1278.33 ","suppressed","1127.31 "
"II.D.3","Percent of total premiums contributed (in dollars) by employees enrolled in family coverage at establishments that offer health insurance","31.9% ","suppressed","suppressed","35.3% ","37.4% ","29.9% ","34.5% ","31.6% ","2.58% ","suppressed","suppressed","7.66% ","5.33% ","3.36% ","6.01% ","2.79% "
"II.D.3.a","Percent of total premiums for exclusive-provider plans contributed by employees enrolled in family coverage at establishments that offer health insurance","52.4% ","suppressed","suppressed","56.9% ","67.1% ","35.2% ","66.0% ","49.8% ","5.83% ","suppressed","suppressed","5.79% ","7.36% ","5.53% ","6.44% ","6.81% "
"II.D.3.b","Percent of total premiums for mixed-provider plans contributed by employees enrolled in family coverage at establishments that offer health insurance","30.5% ","suppressed","suppressed","suppressed","34.7% ","29.6% ","30.6% ","30.4% ","2.90% ","suppressed","suppressed","suppressed","6.27% ","3.70% ","6.60% ","3.13% "
"II.D.3.c","Percent of total premiums for any-provider plans contributed by employees enrolled in family coverage at establishments that offer health insurance","29.1% ","suppressed","suppressed","suppressed","suppressed","29.8% ","suppressed","28.8% ","3.91% ","suppressed","suppressed","suppressed","suppressed","4.02% ","suppressed","3.71% "
"II.D.3.d","Percent of total premiums for purchased plans contributed by employees enrolled in family coverage at private-sector establishments that offer health insurance","31.0% ","suppressed","suppressed","30.7% ","37.5% ","26.8% ","33.6% ","30.1% ","3.50% ","suppressed","suppressed","7.42% ","7.06% ","3.78% ","6.22% ","4.02% "
"II.D.3.e","Percent of total premiums for self-insured plans contributed by employees enrolled in family coverage at private-sector establishments that offer health insurance","32.4% ","suppressed","suppressed","72.5% ","37.3% ","30.7% ","suppressed","32.2% ","3.47% ","suppressed","suppressed","4.09% ","7.27% ","4.06% ","suppressed","3.53% "
"II.D.4","Percent of employees enrolled in a health insurance plan that have family coverage","23.7% ","suppressed","23.1% ","21.8% ","20.3% ","25.6% ","22.6% ","23.9% ","1.28% ","suppressed","5.19% ","3.37% ","2.62% ","1.68% ","3.48% ","1.38% "
"II.D.4.a","Percent of employees enrolled in a health insurance plan that have family coverage that required no employee contribution","5.0%*","suppressed","suppressed","suppressed","7.5%*","0.3%*","22.1%*","2.1%*","1.88%*","suppressed","suppressed","suppressed","5.17%*","0.33%*","10.21%*","1.31%*"
"II.D.4.b","Percent of private-sector employees enrolled in a health insurance plan that have family coverage that are enrolled in a self-insured plan","63.5% ","suppressed","suppressed","12.4%*","59.6% ","79.0% ","20.2%*","71.0% ","6.79% ","suppressed","suppressed","6.82%*","11.46% ","10.67% ","9.84%*","7.79% "
"II.D.5","Percent of private-sector employees enrolled in a purchased health insurance plan that have family coverage","22.4% ","suppressed","suppressed","24.2% ","20.2% ","22.6% ","23.4% ","21.9% ","1.89% ","suppressed","suppressed","4.08% ","3.42% ","2.55% ","4.17% ","2.02% "
"II.D.6","Percent of private-sector employees enrolled in a self-insured health insurance plan that have family coverage","24.6% ","suppressed","suppressed","suppressed","20.4% ","26.5% ","suppressed","24.9% ","1.69% ","suppressed","suppressed","suppressed","3.54% ","2.08% ","suppressed","1.78% "
"II.E.1","Average total employee-plus-one premium (in dollars) per enrolled employee at establishments that offer health insurance","17,453 ","suppressed","suppressed","15,703 ","16,716 ","17,826 ","16,454 ","17,533 ","806.00 ","suppressed","suppressed","2400.46 ","1396.35 ","1038.48 ","2120.30 ","850.99 "
"II.E.1.d","Average total employee-plus-one premium (in dollars) for purchased plans per enrolled employee at private-sector establishments that offer health insurance","15,956 ","suppressed","suppressed","15,783 ","14,899 ","15,682 ","16,531 ","15,844 ","966.12 ","suppressed","suppressed","2709.12 ","1431.41 ","1184.63 ","2763.11 ","1030.33 "
