"Table No.","Table Description","Total","Less than 10 employees","10-24 employees","25-99 employees","100-999 employees","1000 or more employees","Less than 50 employees","50 or more employees","Std. Err. Total","Std. Err. Less than 10 employees","Std. Err. 10-24 employees","Std. Err. 25-99 employees","Std. Err. 100-999 employees","Std. Err. 1000 or more employees","Std. Err. Less than 50 employees","Std. Err. 50 or more employees"
"II.D.1.c","Average total family premium (in dollars) for any-provider plans per enrolled employee at establishments that offer health insurance","28,563 ","suppressed","suppressed","suppressed","suppressed","30,047 ","suppressed","29,502 ","1891.62 ","suppressed","suppressed","suppressed","suppressed","782.17 ","suppressed","1728.40 "
"II.D.1.d","Average total family premium (in dollars) for purchased plans per enrolled employee at private-sector establishments that offer health insurance","20,199 ","suppressed","29,538 ","24,543 ","21,102 ","17,457 ","25,145 ","19,247 ","2437.80 ","suppressed","2200.49 ","3105.13 ","2178.10 ","2381.81 ","2295.56 ","2444.31 "
"II.D.1.e","Average total family premium (in dollars) for self-insured plans per enrolled employee at private-sector establishments that offer health insurance","28,182 ","suppressed","suppressed","suppressed","27,705 ","28,462 ","suppressed","28,338 ","1001.27 ","suppressed","suppressed","suppressed","2907.65 ","1045.28 ","suppressed","1001.44 "
"II.D.2","Average total employee contribution (in dollars) per enrolled employee for family coverage at establishments that offer health insurance","6,502 ","suppressed","suppressed","11,067 ","7,190 ","5,667 ","10,129 ","6,107 ","1207.18 ","suppressed","suppressed","1311.61 ","1334.21 ","1464.32 ","1589.26 ","1265.97 "
"II.D.2.a","Average total employee contribution (in dollars) for exclusive-provider plans per enrolled employee for family coverage at establishments that offer health insurance","6,753 ","suppressed","12,754 ","suppressed","6,229 ","suppressed","suppressed","7,069 ","1008.50 ","suppressed","597.93 ","suppressed","707.52 ","suppressed","suppressed","889.50 "
"II.D.2.b","Average total employee contribution (in dollars) for mixed-provider plans per enrolled employee for family coverage at establishments that offer health insurance","6,056 ","suppressed","6,555 ","11,866 ","6,736 ","5,489*","8,161 ","5,891 ","1406.58 ","suppressed","1053.90 ","1539.35 ","1351.45 ","1667.86*","979.30 ","1486.46 "
"II.D.2.c","Average total employee contribution (in dollars) for any-provider plans per enrolled employee for family coverage at establishments that offer health insurance","8,975 ","suppressed","suppressed","suppressed","suppressed","6,484 ","suppressed","7,175 ","2037.27 ","suppressed","suppressed","suppressed","suppressed","828.00 ","suppressed","1452.14 "
"II.D.2.d","Average total employee contribution (in dollars) for purchased plans per enrolled employee for family coverage at private-sector establishments that offer health insurance","5,337*","suppressed","suppressed","10,823 ","8,065 ","2,474*","9,207 ","4,592*","2246.88*","suppressed","suppressed","1415.12 ","1703.45 ","1947.56*","1903.23 ","2315.47*"
"II.D.2.e","Average total employee contribution (in dollars) for self-insured plans per enrolled employee for family coverage at private-sector establishments that offer health insurance","7,395 ","suppressed","suppressed","suppressed","suppressed","7,280 ","suppressed","7,132 ","435.78 ","suppressed","suppressed","suppressed","suppressed","393.91 ","suppressed","408.34 "
"II.D.3","Percent of total premiums contributed (in dollars) by employees enrolled in family coverage at establishments that offer health insurance","26.3% ","suppressed","suppressed","45.3% ","30.8% ","22.9% ","40.3% ","24.8% ","3.10% ","suppressed","suppressed","6.10% ","6.65% ","3.54% ","6.88% ","3.18% "
"II.D.3.a","Percent of total premiums for exclusive-provider plans contributed by employees enrolled in family coverage at establishments that offer health insurance","29.5% ","suppressed","suppressed","suppressed","30.3% ","suppressed","suppressed","32.4% ","4.75% ","suppressed","suppressed","suppressed","3.74% ","suppressed","suppressed","4.05% "
"II.D.3.b","Percent of total premiums for mixed-provider plans contributed by employees enrolled in family coverage at establishments that offer health insurance","25.0% ","suppressed","22.2% ","52.9% ","27.3% ","22.9% ","32.4% ","24.4% ","3.65% ","suppressed","2.87% ","5.00% ","7.80% ","4.26% ","5.16% ","3.87% "
"II.D.3.c","Percent of total premiums for any-provider plans contributed by employees enrolled in family coverage at establishments that offer health insurance","31.4% ","suppressed","suppressed","suppressed","suppressed","21.6% ","69.0% ","24.3% ","8.11% ","suppressed","suppressed","suppressed","suppressed","3.17% ","4.74% ","5.03% "
"II.D.3.d","Percent of total premiums for purchased plans contributed by employees enrolled in family coverage at private-sector establishments that offer health insurance","26.4%*","suppressed","suppressed","44.1% ","38.2% ","14.2%*","36.6% ","23.9%*","8.17%*","suppressed","suppressed","6.52% ","7.38% ","9.26%*","7.29% ","9.21%*"
"II.D.3.e","Percent of total premiums for self-insured plans contributed by employees enrolled in family coverage at private-sector establishments that offer health insurance","26.2% ","suppressed","suppressed","suppressed","suppressed","25.6% ","suppressed","25.2% ","1.89% ","suppressed","suppressed","suppressed","suppressed","1.58% ","suppressed","1.62% "
"II.D.4","Percent of employees enrolled in a health insurance plan that have family coverage","28.7% ","19.3%*","19.2% ","13.2% ","22.9% ","35.0% ","17.4% ","30.8% ","3.77% ","11.70%*","4.37% ","2.57% ","3.81% ","5.66% ","3.87% ","4.33% "
"II.D.4.a","Percent of employees enrolled in a health insurance plan that have family coverage that required no employee contribution","19.3%*","suppressed","suppressed","1.7%*","1.1%*","24.6%*","10.9%*","20.3%*","14.88%*","suppressed","suppressed","1.72%*","1.13%*","19.41%*","6.19%*","16.36%*"
"II.D.4.b","Percent of private-sector employees enrolled in a health insurance plan that have family coverage that are enrolled in a self-insured plan","56.6% ","suppressed","suppressed","9.8%*","34.1%*","66.4% ","28.5%*","59.7% ","12.82% ","suppressed","suppressed","5.88%*","13.28%*","18.41% ","15.01%*","14.41% "
"II.D.5","Percent of private-sector employees enrolled in a purchased health insurance plan that have family coverage","28.4% ","suppressed","18.4% ","15.5% ","21.5% ","53.9%*","15.3% ","34.1%*","8.46% ","suppressed","4.68% ","3.03% ","3.70% ","19.13%*","3.22% ","11.21%*"
